show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int
4506,Movie,"Ron White: If You Quit Listening, I'll Shut Up",Tom Forrest,Ron White,United States,2018-10-16,2018,TV-MA,63 min,Stand-Up Comedy,"Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese.",63
4507,Movie,Meghnadbodh Rohoshyo,Anik Datta,Barun Chanda,India,2018-10-15,2017,TV-MA,150 min,"Dramas, International Movies","A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.",150
4508,Movie,Sanju,Rajkumar Hirani,Ranbir Kapoor,India,2018-10-15,2018,TV-MA,159 min,"Dramas, International Movies","From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.",159
4510,Movie,Soorma,Shaad Ali,Diljit Dosanjh,India,2018-10-13,2018,TV-14,131 min,"Dramas, International Movies, Sports Movies",This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.,131
4511,Movie,Apostle,Gareth Evans,Dan Stevens,"United Kingdom, United States",2018-10-12,2018,TV-MA,130 min,"Horror Movies, International Movies, Thrillers","In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",130
4513,Movie,Errementari: The Blacksmith and the Devil,Paul Urkijo Alijo,Kandido Uranga,"Spain, France",2018-10-12,2018,TV-MA,99 min,"Horror Movies, International Movies, Sci-Fi & Fantasy","A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore.",99
4514,Movie,Feminists: What Were They Thinking?,Johanna Demetrakas,Unknown,United States,2018-10-12,2018,TV-MA,86 min,"Documentaries, LGBTQ Movies","Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change.",86
4516,Movie,Kuntilanak,Rizal Mantovani,Sandrinna M Skornicki,Indonesia,2018-10-12,2018,TV-14,106 min,"Horror Movies, International Movies",Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.,106
4517,Movie,ReMastered: Who Shot the Sheriff,Kief Davidson,Unknown,United States,2018-10-12,2018,TV-14,57 min,"Documentaries, Music & Musicals","In 1976, reggae icon Bob Marley survived an assassination attempt as rival political groups battled in Jamaica. But who exactly was responsible?",57
4520,Movie,The Kindergarten Teacher,Sara Colangelo,Maggie Gyllenhaal,"United States, Israel, United Kingdom, Canada",2018-10-12,2018,R,97 min,"Dramas, Independent Movies",A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.,97
4523,Movie,22 July,Paul Greengrass,Anders Danielsen Lie,"Norway, Iceland, United States",2018-10-10,2018,R,144 min,"Dramas, Thrillers","After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",144
4525,Movie,Tales From the Hood 2,"Rusty Cundieff, Darin Scott",Keith David,United States,2018-10-10,2018,R,110 min,"Cult Movies, Horror Movies, Independent Movies",Buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance.,110
4526,Movie,Mo Amer: The Vagabond,Stan Lathan,Mo Amer,United States,2018-10-09,2018,TV-MA,57 min,Stand-Up Comedy,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.",57
4527,Movie,Pulang,Kabir Bhatia,Puteri Aishah,Malaysia,2018-10-08,2018,TV-14,119 min,"Action & Adventure, Dramas, International Movies","Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse.",119
4529,Movie,Seven in Heaven,Chris Eigeman,Travis Tope,United States,2018-10-06,2018,PG-13,94 min,Horror Movies,Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.,94
4533,Movie,Malevolent,Olaf de Fleur,Florence Pugh,United Kingdom,2018-10-05,2018,TV-MA,89 min,"Horror Movies, Thrillers","A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",89
4534,Movie,Private Life,Tamara Jenkins,Paul Giamatti,United States,2018-10-05,2018,R,124 min,"Comedies, Dramas, Independent Movies","Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.",124
4538,Movie,The Black Prince,Kavi Raz,Satinder Sartaaj,"United Kingdom, India, United States",2018-10-03,2017,PG-13,121 min,"Dramas, International Movies","After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama.",121
4539,Movie,Truth or Dare,Nick Simon,Cassandra Scerbo,United States,2018-10-03,2017,TV-MA,88 min,Horror Movies,"A game of ""Truth or Dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all.",88
4540,Movie,Death Race: Beyond Anarchy,Don Michael Paul,Zach McGowan,"United States, Bulgaria",2018-10-02,2017,R,111 min,Action & Adventure,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race.""",111
4541,Movie,Eric ldle's What About Dick?,"Eric Idle, Aubrey Powell",Russell Brand,United States,2018-10-02,2012,TV-MA,81 min,"Comedies, Music & Musicals","In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano.",81
4545,Movie,"Monty Python Live (Mostly): One Down, Five to Go",Eric Idle,John Cleese,United Kingdom,2018-10-02,2014,TV-MA,137 min,Comedies,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance.",137
4546,Movie,Monty Python: Before the Flying Circus,Will Yapp,Graham Chapman,United Kingdom,2018-10-02,2000,TV-MA,56 min,"Comedies, Documentaries","Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe.",56
4548,Movie,Monty Python: Live at The Hollywood Bowl,"Terry Hughes, Ian MacNaughton",Graham Chapman,United Kingdom,2018-10-02,1982,R,80 min,Comedies,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling.""",80
4549,Movie,Monty Python: The Meaning of Live,"Roger Graef, James Rogan",John Cleese,United Kingdom,2018-10-02,2014,TV-MA,94 min,Documentaries,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus.",94
4553,Movie,Monty Python's Life of Brian,Terry Jones,Graham Chapman,United Kingdom,2018-10-02,1979,R,94 min,"Classic Movies, Comedies, Cult Movies","Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter.",94
4555,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,Ian MacNaughton,Steve Martin,United Kingdom,2018-10-02,1989,TV-14,72 min,Comedies,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series.",72
4556,Movie,The Meaning of Monty Python,Albert Sharpe,Unknown,United Kingdom,2018-10-02,2013,TV-MA,60 min,Documentaries,"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life.""",60
4557,Movie,25 Kille,Simranjit Singh Hundal,Guggu Gill,India,2018-10-01,2016,TV-14,140 min,"Action & Adventure, Dramas, International Movies","Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.",140
4558,Movie,A Witches' Ball,Justin G. Dyck,Morgan Neundorf,Canada,2018-10-01,2017,PG,91 min,Children & Family Movies,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast.",91
4559,Movie,Agyaat,Ram Gopal Varma,Adesh Bhardwaj,India,2018-10-01,2009,TV-14,97 min,"Horror Movies, International Movies",A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,97
4560,Movie,Anjaan,N. Linguswamy,Suriya,India,2018-10-01,2014,TV-14,146 min,"Action & Adventure, Dramas, International Movies","Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head.",146
4561,Movie,Bathinda Express,Deep Joshi,Deep Joshi,India,2018-10-01,2016,TV-14,118 min,"Dramas, International Movies, Sports Movies",An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.,118
4562,Movie,Delhi 6,Rakeysh Omprakash Mehra,Abhishek Bachchan,India,2018-10-01,2009,TV-14,128 min,"Dramas, International Movies","In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots.",128
4563,Movie,Dev.D,Anurag Kashyap,Abhay Deol,India,2018-10-01,2009,TV-MA,137 min,"Dramas, International Movies, Romantic Movies","Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.",137
4564,Movie,Dil Vil Pyaar Vyaar,Manjeet Maan,Gurdas Maan,India,2018-10-01,2014,TV-PG,145 min,"International Movies, Music & Musicals, Romantic Movies","Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry – but they want him to marry first.",145
4566,Movie,Ek Main Aur Ekk Tu,Shakun Batra,Kareena Kapoor,India,2018-10-01,2012,TV-14,106 min,"Comedies, International Movies, Romantic Movies",Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.,106
4568,Movie,Haani,Amitoj Mann,Sarabjit Cheema,India,2018-10-01,2013,TV-14,137 min,"Dramas, International Movies, Music & Musicals","When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart.",137
4569,Movie,Happy Go Lucky,Amarpreet G S Chabbra,Amrinder Gill,India,2018-10-01,2014,TV-14,129 min,"Comedies, International Movies, Music & Musicals","Three sisters seem to be ideal brides for three brothers. But when the girls' father won't allow the marriages, the boys use trickery to pull it off.",129
4570,Movie,Harishchandrachi Factory,Paresh Mokashi,Nandu Madhav,India,2018-10-01,2009,TV-PG,99 min,"Dramas, International Movies","Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film.",99
4572,Movie,Jagga Jasoos,Anurag Basu,Ranbir Kapoor,India,2018-10-01,2017,TV-14,155 min,"Action & Adventure, Comedies, International Movies","An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side.",155
4573,Movie,Jatt James Bond,Rohit Jugraj,Gippy Grewal,India,2018-10-01,2014,TV-14,142 min,"Comedies, Dramas, International Movies","Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her.",142
4574,Movie,Jodhaa Akbar,Ashutosh Gowariker,Hrithik Roshan,India,2018-10-01,2008,TV-14,214 min,"Action & Adventure, Dramas, International Movies","In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love.",214
4575,Movie,Judge Singh LLB,Atharv Baluja,Ravinder Grewal,India,2018-10-01,2015,TV-PG,137 min,"Comedies, Dramas, International Movies","Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience.",137
4576,Movie,Kaminey,Vishal Bhardwaj,Shahid Kapoor,India,2018-10-01,2009,TV-14,128 min,"Dramas, International Movies, Music & Musicals","A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty.",128
4577,Movie,Khido Khundi,Rohit Jugraj,Ranjit Bawa,India,2018-10-01,2018,TV-14,151 min,"Dramas, International Movies, Sports Movies",An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.,151
